tick,bonds.long.interest,bonds.long.minimum,bonds.long.term,bonds.mid.interest,bonds.mid.minimum,bonds.mid.term,bonds.short.interest,bonds.short.minimum,bonds.short.term,cds.long.interest,cds.long.minimum,cds.long.term,cds.mid.interest,cds.mid.minimum,cds.mid.term,cds.short.interest,cds.short.minimum,cds.short.term,crop.adjusted,crop.value,fund.adjusted,fund.value,gold.adjusted,gold.value,savings.rate,stocks.1595.adjusted,stocks.1595.value,stocks.1667.adjusted,stocks.1667.value,stocks.1671.adjusted,stocks.1671.value,stocks.1673.adjusted,stocks.1673.value,stocks.1675.adjusted,stocks.1675.value,stocks.1677.adjusted,stocks.1677.value,stocks.1679.adjusted,stocks.1679.value,stocks.1681.adjusted,stocks.1681.value,stocks.1683.adjusted,stocks.1683.value,stocks.1685.adjusted,stocks.1685.value,stocks.1687.adjusted,stocks.1687.value,stocks.1689.adjusted,stocks.1689.value,stocks.1691.adjusted,stocks.1691.value,stocks.1693.adjusted,stocks.1693.value,stocks.1695.adjusted,stocks.1695.value,stocks.1699.adjusted,stocks.1699.value,stocks.1701.adjusted,stocks.1701.value,stocks.1703.adjusted,stocks.1703.value,stocks.1705.adjusted,stocks.1705.value,stocks.232.adjusted,stocks.232.value,stocks.280.adjusted,stocks.280.value,stocks.282.adjusted,stocks.282.value,stocks.283.adjusted,stocks.283.value,stocks.284.adjusted,stocks.284.value,stocks.287.adjusted,stocks.287.value,stocks.288.adjusted,stocks.288.value,stocks.289.adjusted,stocks.289.value,stocks.290.adjusted,stocks.290.value,stocks.291.adjusted,stocks.291.value,stocks.292.adjusted,stocks.292.value,stocks.297.adjusted,stocks.297.value,stocks.298.adjusted,stocks.298.value,stocks.300.adjusted,stocks.300.value,stocks.301.adjusted,stocks.301.value,stocks.302.adjusted,stocks.302.value,stocks.303.adjusted,stocks.303.value,stocks.304.adjusted,stocks.304.value,stocks.305.adjusted,stocks.305.value,stocks.306.adjusted,stocks.306.value,stocks.307.adjusted,stocks.307.value,stocks.45.adjusted,stocks.45.value
411,3.91,1000,120,2.87,500,60,1.23,250,12,4.08,1000,36,3.08,500,12,1.08,250,3,4.37,3.26,1510.14,1126.21,540.73,403.26,0.7995,51.76,38.6,44.92,33.5,11.64,8.68,,,17.98,13.41,22.51,16.79,,,24.2,18.05,37.32,27.83,,,26.26,19.58,,,22.51,16.78,,,21.83,16.28,87.08,64.94,28.23,21.05,260.27,194.1,,,122.92,91.67,40.79,30.42,18.13,13.52,68.45,51.05,52.83,39.4,,,56.18,41.9,40.21,29.99,,,55.42,41.33,13.52,10.08,33.15,24.72,68.88,51.37,59.54,44.4,45.03,33.58,68.68,51.22,56.76,42.33,30.07,22.42,11.36,8.47,54.95,40.98,55.07,41.07,109.78,81.87
412,4.53,1000,120,3.63,500,60,1.55,250,12,4.2,1000,36,3.2,500,12,1.2,250,3,4.28,3.21,1487.27,1113.89,512.43,383.78,1.023,47.32,35.44,45.45,34.04,11.62,8.7,,,14.66,10.98,23.37,17.5,,,24.87,18.63,34.92,26.15,,,26.02,19.49,,,22.91,17.16,,,19.57,14.66,91.21,68.31,26.3,19.7,264.77,198.3,,,118.85,89.01,40.22,30.12,20.66,15.47,72.14,54.03,49.42,37.01,,,57.28,42.9,38.52,28.85,,,55.73,41.74,13.3,9.96,34.05,25.5,70.31,52.66,58.23,43.61,41.02,30.72,70.1,52.5,54.61,40.9,28.04,21,10.97,8.21,53.33,39.94,57.75,43.25,114.89,86.05
413,4.71,1000,120,3.86,500,60,1.89,250,12,4.46,1000,36,3.46,500,12,1.46,250,3,4.31,3.24,1490.8,1120.68,522.1,392.48,1.1718,47.08,35.39,41.37,31.1,11.49,8.64,,,15.9,11.95,22.12,16.63,,,26.98,20.28,36.62,27.53,,,25.52,19.18,,,22.75,17.1,,,20.62,15.5,94.43,70.99,26.37,19.82,252.42,189.75,,,117.06,88,41.24,31,19.77,14.86,73.47,55.23,46.24,34.76,,,57.87,43.5,38.26,28.76,,,57.35,43.11,13.35,10.04,31.57,23.73,73.9,55.55,59.26,44.55,42.28,31.78,71.12,53.46,58.86,44.25,26.93,20.24,11.36,8.54,54.75,41.15,61.06,45.9,111.91,84.13
414,4.57,1000,120,3.74,500,60,2.07,250,12,4.57,1000,36,3.57,500,12,1.57,250,3,3.49,2.63,1516.01,1140.84,529,398.09,1.2627,50.07,37.68,43.62,32.83,12.13,9.13,,,15.97,12.02,22.23,16.73,,,28.01,21.08,37.74,28.4,,,26.58,20,,,24.79,18.66,,,21.13,15.9,88.37,66.5,26.47,19.92,241.98,182.1,,,117.31,88.28,43.05,32.4,20.8,15.65,73.55,55.35,46.89,35.28,,,59.17,44.53,40.73,30.65,,,56.33,42.39,14.93,11.24,32.42,24.4,77.07,58,56.87,42.8,42.36,31.88,71.04,53.46,57.11,42.98,28.24,21.25,11.98,9.01,58.19,43.79,,,119.6,90
415,4.5,1000,120,3.71,500,60,2.13,250,12,4.68,1000,36,3.68,500,12,1.68,250,3,2.89,2.17,1461.54,1100.43,531.94,400.51,1.2567,47.53,35.78,46.43,34.96,14.72,11.08,,,14.28,10.75,20.72,15.6,,,24.7,18.6,35.41,26.66,,,24.84,18.7,,,21.28,16.02,,,15.94,12,76.6,57.67,27.89,21,286.68,215.85,,,114.82,86.45,43.92,33.07,19.79,14.9,73.31,55.2,49.46,37.24,,,61.27,46.13,37.39,28.15,,,53.92,40.6,14.87,11.2,33.74,25.4,72.8,54.81,59.37,44.7,40.84,30.75,75.04,56.5,51.45,38.74,27.81,20.94,12.04,9.06,56.58,42.6,,,109.07,82.12
416,4.13,1000,120,3.32,500,60,1.99,250,12,4.86,1000,36,3.86,500,12,1.86,250,3,3.21,2.43,1461.96,1104.24,536.57,405.28,1.0547,46.68,35.26,46.61,35.21,14.59,11.02,,,12.02,9.08,21.16,15.98,,,21.46,16.21,34.49,26.05,,,25.16,19,,,21.97,16.59,,,15.49,11.7,76.26,57.6,27.58,20.83,252.01,190.35,,,111.28,84.05,43.41,32.79,18.69,14.12,76.79,58,51.12,38.61,,,61.17,46.2,36.86,27.84,,,49.3,37.23,14.32,10.82,34.25,25.87,72.22,54.55,58.96,44.53,43.25,32.67,71.44,53.96,48.66,36.75,30.63,23.14,12.38,9.35,52.1,39.35,,,108.72,82.12
417,4.21,1000,120,3.44,500,60,2.21,250,12,5.04,1000,36,4.04,500,12,2.04,250,3,2.71,2.06,1467.92,1114.58,553.75,420.46,1.1492,48.83,37.08,47.08,35.75,14.11,10.71,,,11.85,9,22.39,17,,,21.34,16.2,37.86,28.75,,,25.79,19.58,,,23.11,17.54,,,17.25,13.1,86.72,65.85,28.61,21.72,264.72,201,,,113.2,85.95,44.38,33.7,18.57,14.1,74.27,56.39,52.58,39.92,,,63.81,48.45,36.15,27.45,,,54.49,41.37,16.22,12.32,34.57,26.25,72.07,54.72,59.86,45.45,42.1,31.97,76.26,57.9,52.25,39.67,32.93,25,12.32,9.36,52.72,40.03,,,105.36,80
418,4.11,1000,120,3.36,500,60,2.34,250,12,5.26,1000,36,4.26,500,12,2.26,250,3,2.62,2,1481.5,1130.2,575.95,439.38,1.5912,51.43,39.24,46.45,35.43,13.21,10.08,,,11.57,8.83,25.13,19.17,,,19.13,14.59,26.75,20.41,,,26.22,20,,,21.79,16.62,,,22.13,16.88,81.86,62.45,30.33,23.14,265.05,202.2,,,117.1,89.33,44.7,34.1,17.21,13.13,76.49,58.35,56.06,42.76,,,64.75,49.4,37.1,28.3,,,51.23,39.08,15,11.44,33.23,25.35,68.25,52.07,65.57,50.02,43.27,33.01,77.35,59.01,46.34,35.35,31,23.65,13.09,9.98,49.9,38.07,,,101.59,77.5
419,4.38,1000,120,3.72,500,60,2.6,250,12,5.45,1000,36,4.45,500,12,2.45,250,3,2.66,2.03,1538.63,1173.78,579.49,442.08,1.378,53.02,40.45,49.06,37.43,16.56,12.63,,,11.97,9.13,27.86,21.25,,,21.76,16.6,27.86,21.25,,,30.59,23.33,,,22.57,17.22,,,28.31,21.6,91.77,70.01,31.72,24.2,281.57,214.8,,,123.87,94.5,46.35,35.36,18.56,14.16,79.08,60.33,57.88,44.16,,,67.19,51.26,39.08,29.81,,,53.22,40.6,15.42,11.76,33.3,25.4,68.31,52.11,67.31,51.35,44.79,34.17,80.88,61.7,45.87,34.99,39.16,29.88,14.75,11.25,53.84,41.07,,,104.21,79.5
420,4.24,1000,120,3.63,500,60,2.75,250,12,5.61,1000,36,4.61,500,12,2.61,250,3,2.69,2.05,1591.59,1213.55,556.12,424.03,1.8425,58.85,44.87,48.1,36.67,19.46,14.84,,,12.01,9.16,29.38,22.4,,,23.87,18.2,30.95,23.6,,,30.91,23.57,,,24.64,18.79,,,28.85,22,90.66,69.13,31.63,24.12,273.45,208.5,,,129.32,98.6,48.07,36.65,19.34,14.75,83.54,63.7,58.58,44.66,,,66.9,51.01,39.59,30.19,,,56.84,43.34,14.71,11.21,33.84,25.8,75.1,57.26,68.33,52.1,45.38,34.6,76.99,58.7,47.2,35.99,40.85,31.15,14.45,11.02,54.41,41.49,,,108.5,82.73
421,4.15,1000,120,3.71,500,60,2.95,250,12,5.77,1000,36,4.77,500,12,2.77,250,3,2.57,1.97,1542.81,1181.27,552.92,423.35,1.5045,54.65,41.84,42.13,32.26,20.24,15.5,,,11.22,8.59,31.65,24.23,,,23.05,17.65,29.78,22.8,,,29.57,22.64,,,24.09,18.44,,,20.77,15.9,83.16,63.67,30.98,23.72,264.48,202.5,,,122.34,93.67,47.02,36,17.33,13.27,84.38,64.61,61.22,46.88,,,67.89,51.98,37.84,28.97,,,55.59,42.56,15.15,11.6,31.35,24,69.98,53.58,66.61,51,46.14,35.33,78.49,60.1,44.25,33.88,41.61,31.86,13.96,10.69,50.43,38.61,,,110.17,84.35
422,4.38,1000,120,4.02,500,60,3.2,250,12,5.97,1000,36,4.97,500,12,2.97,250,3,2.85,2.19,1566.28,1203.6,565.19,434.32,2.176,53.84,41.37,42.6,32.74,18.97,14.58,,,10.24,7.87,31.3,24.05,,,22.12,17,31.78,24.42,,,31.01,23.83,,,24.85,19.09,,,22.94,17.63,82.28,63.22,30.52,23.45,259.81,199.65,,,120.55,92.64,45.9,35.27,16.36,12.57,86.5,66.47,61.32,47.12,,,81.94,62.97,38.09,29.27,,,57.08,43.86,18.24,14.02,31.51,24.21,69.17,53.15,66.54,51.13,43.46,33.4,84.42,64.87,42.71,32.82,47.43,36.45,14.41,11.07,48.14,36.99,,,109.25,83.95
423,4.46,1000,120,4.13,500,60,3.34,250,12,6.09,1000,36,5.09,500,12,3.09,250,3,2.76,2.13,1531.57,1180.59,556.84,429.23,2.2044,51.86,39.97,41.53,32.02,17.28,13.32,,,9.08,7,32.07,24.72,,,21.66,16.7,29.88,23.03,,,31.91,24.6,,,24.09,18.57,,,21.16,16.31,79.29,61.12,32.39,24.97,253.75,195.6,,,118.69,91.49,46.94,36.18,15.11,11.65,87.33,67.32,63.8,49.18,,,77.97,60.1,37.44,28.86,,,54.02,41.64,18.42,14.2,30.85,23.78,67.52,52.05,65.02,50.12,44.6,34.38,81.73,63,37.95,29.25,48.78,37.6,13.59,10.47,47.07,36.28,,,111.57,86
424,4.21,1000,120,3.9,500,60,3.33,250,12,6.22,1000,36,5.22,500,12,3.22,250,3,2.75,2.12,1483.86,1143.22,547.57,421.87,1.9647,45.49,35.05,41.09,31.66,15.32,11.8,,,8.45,6.51,23.23,17.9,,,22,16.95,27.39,21.1,,,30.23,23.29,,,25.52,19.66,,,18.5,14.25,80.86,62.29,31.13,23.98,252.13,194.25,,,100.01,77.05,46.49,35.82,11.95,9.21,88.03,67.82,65.28,50.29,,,73.34,56.5,36.54,28.15,,,50.34,38.78,17.83,13.73,30.7,23.65,60.72,46.78,61.33,47.25,45.43,35,80.12,61.73,38.32,29.52,46.73,36,12.66,9.76,43.1,33.21,,,98.27,75.71
425,3.91,1000,120,3.63,500,60,3.25,250,12,6.38,1000,36,5.38,500,12,3.38,250,3,2.91,2.25,1545.73,1191.5,558.69,430.66,1.625,46.18,35.6,41.42,31.93,18.69,14.41,,,10.59,8.16,25.82,19.9,,,23.95,18.46,32.21,24.83,,,32.39,24.97,,,25.97,20.02,,,21.21,16.35,90.73,69.94,29.84,23,266.01,205.05,,,98.04,75.57,47.33,36.48,13.02,10.04,87.05,67.1,62.15,47.91,,,73.23,56.45,38.06,29.34,,,49.43,38.1,18.82,14.51,30.15,23.24,62.83,48.43,69.6,53.65,46.33,35.71,78.51,60.52,35.23,27.16,50.46,38.9,12.18,9.39,41.3,31.83,,,99.61,76.78
426,4.06,1000,120,3.84,500,60,3.51,250,12,6.57,1000,36,5.57,500,12,3.57,250,3,2.91,2.25,1535.99,1191.33,547.29,424.48,2.2113,47.12,36.55,40.06,31.07,19.22,14.91,,,10.83,8.4,27.76,21.53,,,22.99,17.83,32.27,25.03,,,33.18,25.73,,,25.91,20.1,,,22.36,17.34,95.43,74.02,30.54,23.69,260.5,202.05,,,95.8,74.3,44.93,34.85,13.18,10.22,83.57,64.82,66.98,51.95,,,74.46,57.75,36.67,28.44,,,51,39.56,20.76,16.11,30.79,23.88,64.41,49.96,70.46,54.65,47.67,36.97,81.23,63,34.8,26.99,53.4,41.42,11.6,9,38.74,30.05,,,93.23,72.31
427,4.32,1000,120,4.16,500,60,3.83,250,12,6.77,1000,36,5.77,500,12,3.77,250,3,2.97,2.32,1581.5,1234.18,561.17,437.93,2.2214,44.5,34.73,39.41,30.76,22.3,17.4,,,14.48,11.3,29.22,22.8,,,21.44,16.73,32.82,25.61,,,35.62,27.8,,,27.34,21.34,,,,,109.3,85.3,31.01,24.2,252.76,197.25,,,106.36,83,44.3,34.57,13.74,10.72,82.33,64.25,65.94,51.46,,,75.9,59.23,36.03,28.12,,,53.23,41.54,22.55,17.6,31.51,24.59,67.53,52.7,74.83,58.4,49.54,38.66,85.57,66.78,36.92,28.81,49.76,38.83,12.14,9.47,40.12,31.31,,,96.23,75.1
428,4.02,1000,120,3.85,500,60,3.66,250,12,6.87,1000,36,5.87,500,12,3.87,250,3,2.81,2.22,1542.51,1220.33,576.45,456.05,2.1594,44.43,35.15,37.12,29.36,21.11,16.7,,,12.01,9.5,28.55,22.59,,,22.42,17.74,37.63,29.77,,,36.88,29.17,,,27.62,21.85,,,,,111.19,87.96,33.17,26.24,257.86,204,,,101.32,80.16,42.26,33.43,12.6,9.97,79.86,63.18,63.9,50.56,,,75.97,60.1,34.68,27.44,,,50.11,39.64,24.5,19.39,30.37,24.03,61.68,48.8,68.13,53.9,47.11,37.27,88.04,69.65,33.9,26.82,50.21,39.72,11.83,9.36,38.46,30.42,,,90.25,71.4
429,4.34,1000,120,4.18,500,60,4.01,250,12,7.13,1000,36,6.13,500,12,4.13,250,3,2.59,2.06,1549.47,1227.68,593.07,469.9,2.5263,45.23,35.84,37.03,29.34,19.44,15.4,,,11.8,9.35,30.71,24.33,,,22.53,17.85,40.8,32.33,,,38.73,30.69,,,27.33,21.65,,,,,113.88,90.23,34.11,27.03,256.33,203.1,,,100.99,80.02,42.47,33.65,12.43,9.85,80.65,63.9,64.14,50.82,,,81.54,64.61,35.84,28.4,,,46.02,36.46,26.32,20.85,29.82,23.63,61.46,48.7,65.31,51.75,49.99,39.61,90.49,71.7,29.37,23.27,53.56,42.44,11.55,9.15,37.17,29.45,,,92.36,73.18
430,4.58,1000,120,4.47,500,60,4.31,250,12,7.31,1000,36,6.31,500,12,4.31,250,3,2.5,1.97,1531.07,1207.01,604.65,476.67,2.8015,45.36,35.76,36.28,28.6,19.93,15.71,,,9.41,7.42,31.2,24.6,,,22.58,17.8,42.75,33.7,,,39.28,30.97,,,26.22,20.67,,,,,113.33,89.34,31.34,24.71,232.89,183.6,,,103.83,81.85,43.09,33.97,10.57,8.33,79.25,62.48,58.49,46.11,,,71.15,56.09,37.56,29.61,,,45.77,36.08,22.4,17.66,30.27,23.86,57.65,45.45,70.59,55.65,48.15,37.96,84.07,66.28,31.97,25.2,56.17,44.28,12.49,9.85,36.53,28.8,,,95.77,75.5
431,4.52,1000,120,4.45,500,60,4.36,250,12,7.45,1000,36,6.45,500,12,4.45,250,3,2.58,2.04,1584.94,1249.48,647.05,510.1,2.4416,47.7,37.6,36.73,28.96,21.94,17.3,,,9.01,7.1,29.92,23.59,,,21.35,16.83,46.27,36.48,,,40.81,32.17,,,26.94,21.24,,,,,124.3,97.99,30.11,23.74,248.88,196.2,,,113.09,89.15,45.48,35.85,10.45,8.24,78.46,61.85,59.84,47.17,,,74.04,58.37,38.26,30.16,,,45.89,36.18,22.57,17.79,31.9,25.15,58.35,46,68.49,53.99,46.5,36.66,85.06,67.06,33.61,26.5,59.11,46.6,13.21,10.41,39.78,31.36,,,99.92,78.77
432,4.39,1000,120,4.35,500,60,4.38,250,12,7.56,1000,36,6.56,500,12,4.56,250,3,2.72,2.16,1581.63,1254.42,693.29,549.86,3.066,48.57,38.52,34.14,27.08,22.19,17.6,,,8.84,7.01,31.52,25,,,21.7,17.21,45.58,36.15,,,39.88,31.63,,,25.68,20.37,,,,,115.45,91.56,30.27,24.01,231.49,183.6,,,103.2,81.85,44.28,35.12,9.77,7.75,75.78,60.1,60.23,47.77,,,70.73,56.1,38.14,30.25,,,47.13,37.38,23.13,18.34,30.84,24.46,54.23,43.01,69.35,55,46.9,37.2,80.32,63.7,30.7,24.35,59.9,47.51,12.46,9.88,42.21,33.48,,,98.48,78.11
433,4.57,1000,120,4.51,500,60,4.6,250,12,7.72,1000,36,6.72,500,12,4.72,250,3,2.73,2.17,1613.17,1280.08,699.42,555,2.576,47.05,37.34,35.9,28.49,19.79,15.7,,,8.86,7.03,38.58,30.61,,,18.02,14.3,43.14,34.23,,,41.38,32.83,,,25.27,20.05,,,,,114.78,91.08,31.35,24.88,232.51,184.5,,,101.95,80.9,41.16,32.66,10.75,8.53,72.68,57.67,63.23,50.17,,,79.1,62.77,39.51,31.35,,,45.95,36.46,28.9,22.94,32.77,26,56.65,44.95,68.81,54.6,47.03,37.32,90.72,71.99,27.66,21.95,60.49,48,12.7,10.08,40.52,32.15,,,91.11,72.3
434,4.59,1000,120,4.63,500,60,4.74,250,12,7.88,1000,36,6.88,500,12,4.88,250,3,2.95,2.35,1611.48,1280.66,701,557.09,2.37,49.4,39.26,38.37,30.5,18.03,14.33,,,9.03,7.18,39.91,31.72,,,17.03,13.53,49.89,39.65,,,38.92,30.93,,,25.79,20.49,,,,,108.81,86.47,30.35,24.12,253.3,201.3,,,100.92,80.2,41.49,32.97,10.07,8,72.5,57.62,62.41,49.6,,,74.98,59.59,41.93,33.32,,,45.55,36.2,26.65,21.18,34.73,27.6,56.95,45.26,68.69,54.59,46.12,36.65,84.21,66.92,30.67,24.37,64.53,51.28,13.39,10.64,40.59,32.26,,,93.35,74.19
435,4.86,1000,120,4.82,500,60,4.82,250,12,8.03,1000,36,7.03,500,12,5.03,250,3,2.95,2.36,1627.98,1300.25,764.56,610.65,2.9884,49.88,39.84,38.94,31.1,17.88,14.28,,,9.7,7.75,42.32,33.8,,,16.99,13.57,51.65,41.25,,,42.71,34.11,,,26.15,20.89,,,,,116.72,93.22,30.25,24.16,250.35,199.95,,,103.86,82.95,43.5,34.74,10.3,8.23,74.43,59.45,64.78,51.74,,,76.25,60.9,43.76,34.95,,,47.63,38.04,28.53,22.79,33.84,27.03,56.4,45.05,65.8,52.55,43.03,34.37,87.02,69.5,29.2,23.32,62.48,49.9,13.8,11.02,42.67,34.08,,,95.81,76.52
436,5.14,1000,120,4.99,500,60,4.97,250,12,8.15,1000,36,7.15,500,12,5.15,250,3,3.1,2.48,1636.06,1310.61,843.1,675.39,3.479,47.2,37.81,37.1,29.72,17.4,13.94,,,8.78,7.03,46,36.85,,,18.2,14.58,52.32,41.91,,,44.44,35.6,,,25.76,20.64,,,,,106.88,85.62,30.9,24.75,249.6,199.95,,,103.1,82.59,43.24,34.64,8.84,7.08,73.29,58.71,63.54,50.9,,,79.14,63.4,46.62,37.35,,,48.31,38.7,29.86,23.92,32.94,26.39,59.96,48.03,66.78,53.5,41.81,33.49,92.69,74.25,29.3,23.47,48.4,38.77,12.38,9.92,44.74,35.84,,,106.74,85.51
437,5.11,1000,120,5.03,500,60,5.05,250,12,8.35,1000,36,7.35,500,12,5.35,250,3,3.17,2.54,1581.5,1270.05,742.34,596.15,3.131,45.18,36.28,35.25,28.31,15.88,12.75,,,7.7,6.18,52.57,42.22,,,19.95,16.02,44.58,35.8,,,42.59,34.2,,,25.57,20.53,,,,,106.01,85.14,30.08,24.16,236.84,190.2,,,99.48,79.89,42.71,34.3,8.98,7.21,75.02,60.25,61.33,49.25,,,75.21,60.4,45.39,36.45,,,43.78,35.16,27.76,22.29,32.81,26.35,61,48.99,61.33,49.25,42.84,34.4,86.68,69.61,25.75,20.68,47.65,38.27,11.65,9.36,41.58,33.39,,,104.18,83.66
438,5.15,1000,120,5.1,500,60,5.21,250,12,8.46,1000,36,7.46,500,12,5.46,250,3,3.02,2.44,1576.4,1272.86,784.83,633.71,2.605,45.04,36.36,37.03,29.9,13.8,11.14,,,7.43,6,51.46,41.55,,,18.54,14.97,43.46,35.09,,,43.97,35.5,,,24.82,20.04,,,,,100.38,81.05,29.17,23.55,237.79,192,,,96.23,77.7,41.28,33.33,8.32,6.72,74.48,60.14,64.1,51.76,,,77.59,62.65,44.06,35.58,,,43.72,35.3,30.64,24.74,34.32,27.71,64.7,52.24,61.03,49.28,42.31,34.16,86.62,69.94,20.98,16.94,48.73,39.35,11.5,9.29,39.24,31.69,,,101.11,81.64
439,4.99,1000,120,4.9,500,60,5.11,250,12,8.38,1000,36,7.38,500,12,5.38,250,3,2.97,2.4,1576.43,1278.53,779.66,632.33,3.2193,45.75,37.1,37.48,30.4,13.51,10.96,,,8.2,6.65,54.87,44.5,,,17.39,14.1,42.21,34.23,,,46.09,37.38,,,28.13,22.81,,,,,112.5,91.24,28.01,22.72,237.66,192.75,,,94.51,76.65,40.26,32.65,8.24,6.68,76.91,62.38,64.91,52.65,,,82.91,67.24,42.23,34.25,,,46.78,37.94,33.83,27.44,37.24,30.2,75.34,61.1,56.22,45.6,44.54,36.12,88.99,72.17,21.04,17.06,38.53,31.25,11.74,9.53,42.07,34.12,,,86.31,70
440,4.73,1000,120,4.68,500,60,4.99,250,12,8.34,1000,36,7.34,500,12,5.34,250,3,3.05,2.46,1615.52,1303.8,741.05,598.06,3.3433,48.62,39.24,39.48,31.86,16.98,13.7,,,9.14,7.38,51.32,41.42,,,18.21,14.7,43.13,34.81,,,47.87,38.63,,,30.09,24.28,,,,,117.61,94.92,30.94,24.97,256.3,206.85,,,100.53,81.13,42.35,34.18,10.43,8.42,80.38,64.87,65.13,52.56,,,84.07,67.85,42.74,34.49,,,51.45,41.52,31.17,25.15,38.82,31.33,71.97,58.08,60.65,48.95,45.41,36.65,84.11,67.88,21.8,17.59,45.78,36.95,12.59,10.16,42.83,34.57,,,88.89,71.74
441,4.64,1000,120,4.59,500,60,4.91,250,12,8.33,1000,36,7.33,500,12,5.33,250,3,3.27,2.63,1666.71,1339.15,729.07,585.78,3.3388,50.74,40.76,41.41,33.27,18.27,14.68,,,9.77,7.85,47.12,37.86,,,,,42.58,34.21,,,47.42,38.1,,,30.55,24.55,,,,,124.53,100.05,33.79,27.15,263.42,211.65,,,101.93,81.9,44.08,35.42,10.27,8.25,80.82,64.94,66.39,53.34,,,83.61,67.18,46.47,37.34,,,51.28,41.2,28.13,22.6,40.29,32.37,77.04,61.9,70.06,56.29,45.81,36.81,81.55,65.52,18.36,14.75,48.58,39.03,12.71,10.21,42.52,34.16,,,92.85,74.6
442,4.57,1000,120,4.52,500,60,4.95,250,12,8.32,1000,36,7.32,500,12,5.32,250,3,4.15,3.33,1713.92,1377.76,781.01,627.83,2.475,,,41.67,33.5,19.19,15.43,,,10.57,8.5,47.73,38.37,,,,,43.24,34.76,,,48.45,38.95,,,,,,,,,116.67,93.79,30.24,24.31,273.37,219.75,,,115.07,92.5,43.79,35.2,10.36,8.33,83.82,67.38,68.66,55.19,,,89.04,71.58,46.71,37.55,,,56.25,45.22,32.27,25.94,42.91,34.49,77.82,62.56,73.83,59.35,51.81,41.65,83.98,67.51,19.89,15.99,51.76,41.61,12.94,10.4,40.96,32.93,,,98.06,78.83
443,4.43,1000,120,4.39,500,60,4.87,250,12,8.32,1000,36,7.32,500,12,5.32,250,3,4.79,3.87,1732.93,1400.63,778.75,629.42,3.1168,,,40.58,32.8,20.97,16.95,,,13.04,10.54,43.59,35.23,,,,,44.15,35.68,,,49.38,39.91,,,,,,,,,110.59,89.38,30.4,24.57,262.79,212.4,,,113.7,91.9,43.77,35.38,10.02,8.1,81.55,65.91,68.48,55.35,,,95,76.78,45.47,36.75,,,57.93,46.82,34.75,28.09,42,33.95,77.95,63,72.07,58.25,51.48,41.61,83.84,67.76,19.67,15.9,51.38,41.53,13.15,10.63,40.51,32.74,,,100.9,81.55
444,4.71,1000,120,4.7,500,60,5,250,12,8.32,1000,36,7.32,500,12,5.32,250,3,4.82,3.9,1759.81,1424.71,779.62,631.17,3.05,,,43.09,34.89,,,,,12.22,9.89,39.35,31.86,,,,,43.66,35.35,,,51.42,41.63,,,,,,,,,102.46,82.95,33.12,26.81,266.62,215.85,,,119.81,97,46.3,37.48,9.23,7.47,81.73,66.17,71.08,57.55,,,95.12,77.01,45.39,36.75,,,58.75,47.56,34.19,27.68,44.05,35.66,84.57,68.47,70.67,57.21,52.62,42.6,82.77,67.01,21.12,17.1,53.64,43.43,13.48,10.91,41.44,33.55,,,96.47,78.1
445,4.84,1000,120,4.84,500,60,5.09,250,12,8.31,1000,36,7.31,500,12,5.31,250,3,4.9,3.98,1769.24,1437.9,817.93,664.75,2.7995,,,44.53,36.19,,,,,12.8,10.4,42.22,34.31,,,,,44.14,35.87,,,53.65,43.6,,,,,,,,,99.13,80.57,32.7,26.58,269.28,218.85,,,121.78,98.97,44.52,36.18,10.05,8.17,82.19,66.8,72.9,59.25,,,91.77,74.58,46.9,38.12,,,59.5,48.36,32.9,26.74,46.39,37.7,77.27,62.8,75.41,61.29,53.68,43.63,78.4,63.72,22.33,18.15,51.87,42.16,14.25,11.59,41.45,33.69,,,91.97,74.75
446,4.56,1000,120,4.5,500,60,4.95,250,12,8.3,1000,36,7.3,500,12,5.3,250,3,5.24,4.28,1722.02,1406.8,801.64,654.9,2.6235,,,42.28,34.54,,,,,12.74,10.41,41.29,33.73,,,,,45.78,37.4,,,52.76,43.1,,,,,,,,,91.99,75.15,31.54,25.77,266.97,218.1,,,110.47,90.25,42.36,34.61,9.51,7.77,76.32,62.35,72.12,58.92,,,86.79,70.9,41.45,33.86,,,55.94,45.7,32.78,26.78,44.27,36.17,67.24,54.93,74.42,60.8,54.16,44.25,74.67,61,19.77,16.15,53.41,43.63,14,11.44,43.1,35.21,,,90.58,74
447,4.65,1000,120,4.54,500,60,4.9,250,12,8.31,1000,36,7.31,500,12,5.31,250,3,4.57,3.75,1736.05,1422.52,829.11,679.37,3.087,,,42.84,35.1,,,,,16.5,13.52,45.83,37.55,,,,,46.38,38,,,55.81,45.73,,,,,,,,,87.27,71.51,33.87,27.75,271.66,222.6,,,115.01,94.24,43.4,35.56,9.73,7.97,73.75,60.43,74.94,61.41,,,93.04,76.24,42.52,34.84,,,59.8,49,37.17,30.46,47.93,39.27,69.47,56.92,72.92,59.75,60.03,49.19,79.59,65.22,17.71,14.51,53.12,43.53,14.09,11.54,43.3,35.48,,,92.73,75.98
